"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"279",20929,11748,"31.08.04",1,2004,4,"2004Q3","2004Q4",83.58,265.796,5.915,8.803,4.775,75.551,-0.497,43.295,170.077,3.363,130.392,72.25,95.719,20.809,1.14,17.04,"",2040,2040,567.6,"http://www.sec.gov/Archives/edgar/data/739608/0001035704-04-000707.txt",739608,"10-K","PENFORD CORP","31.08.04","15.11.04",2004,11748,"31.08.04",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,15.454,0,"I",0.06,"http://www.sec.gov/Archives/edgar/data/739608/0001035704-04-000707","http://www.sec.gov/Archives/edgar/data/739608/0001035704-04-000707-index.htm","2004-11-15 11:49:42","11:49:42"
"280",21033,11836,"31.03.06",1,2006,2,"2006Q1","2006Q2",0,0,0,14.001,0.1,0,-0.295,0.407,0.407,-0.126,0,0,-0.407,0,0.069,0.23,"",9995,9995,598.6,"http://www.sec.gov/Archives/edgar/data/225926/0001108890-07-000220.txt",225926,"10QSB","Bluestar Health, Inc.","31.03.06","05.09.07",2006,11836,"31.03.06",2006,2,"INDL","USD","2006Q1","2006Q2",NA,0,0,0,"I",0,"http://www.sec.gov/Archives/edgar/data/225926/0001108890-07-000220","http://www.sec.gov/Archives/edgar/data/225926/0001108890-07-000220-index.htm","2007-09-05 10:37:26","10:37:26"
"281",21085,11907,"31.03.07",1,2007,1,"2007Q1","2007Q1",3.214,12.078,0.004,92.844,3.939,2.203,-0.539,6.514,9.491,0.001,0.391,2.844,2.587,0,0.376,0.105,"",3674,3674,615.145,"http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-113546.txt",784770,"10QSB","DPAC TECHNOLOGIES CORP","31.03.07","14.05.07",2007,11907,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.018,0,"I",0,"http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-113546","http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-113546-index.htm","2007-05-14 16:01:06","16:01:06"
"282",21248,12046,"31.12.04",1,2004,4,"2004Q4","2004Q4",60.919,512.392,25.188,79.215,0.87,75.129,9.163,58.681,164.762,41.171,449.201,53.417,347.63,22.639,1.56,6.05,"",1311,1311,570.1,"http://www.sec.gov/Archives/edgar/data/869369/0000950129-05-002477.txt",869369,"10-K","MERIDIAN RESOURCE CORP","31.12.04","16.03.05",2004,12046,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,142.508,49.291,"I",0,"http://www.sec.gov/Archives/edgar/data/869369/0000950129-05-002477","http://www.sec.gov/Archives/edgar/data/869369/0000950129-05-002477-index.htm","2005-03-16 13:14:44","13:14:44"
"283",21268,12047,"30.09.05",1,2005,3,"2005Q3","2005Q3",66.102,106.484,14.394,18.291,3.92,7.931,1.557,51.699,60.045,2.12,29.547,57.291,46.439,0.415,0.256,6.6,"",2451,2451,595.4,"http://www.sec.gov/Archives/edgar/data/789863/0000789863-05-000078.txt",789863,"10-Q","CAVALIER HOMES INC","01.10.05","10.11.05",2005,12047,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,0.832,0,"I",0,"http://www.sec.gov/Archives/edgar/data/789863/0000789863-05-000078","http://www.sec.gov/Archives/edgar/data/789863/0000789863-05-000078-index.htm","2005-11-10 16:06:07","16:06:07"
"284",21326,12075,"30.06.05",1,2005,4,"2005Q2","2005Q4",271.711,654.934,49.366,52.123,10.163,324.954,-2.528,146.547,478.432,15.788,118.661,117.342,176.023,0,5.456,14.02,"BB-",3990,3990,582.6,"http://www.sec.gov/Archives/edgar/data/2491/0001104659-05-063190.txt",2491,"10-K","ALLIANCE GAMING CORP","30.06.05","30.12.05",2005,12075,"30.06.05",2005,4,"INDL","USD","2005Q2","2005Q4",NA,12,53.019,0.164,"I",0,"http://www.sec.gov/Archives/edgar/data/2491/0001104659-05-063190","http://www.sec.gov/Archives/edgar/data/2491/0001104659-05-063190-index.htm","2005-12-30 07:32:49","07:32:49"
"285",21333,12075,"31.03.07",1,2007,3,"2007Q1","2007Q3",360.601,750.688,31.853,53.455,19.284,324.178,6.582,219.251,583.318,33.707,136.493,175.218,166.742,0,7.656,23.58,"B-",3990,3990,615.145,"http://www.sec.gov/Archives/edgar/data/2491/0001104659-07-079395.txt",2491,"10-Q","BALLY TECHNOLOGIES, INC.","31.03.07","02.11.07",2007,12075,"31.03.07",2007,3,"INDL","USD","2007Q1","2007Q3",NA,0,18.537,0,"I",0,"http://www.sec.gov/Archives/edgar/data/2491/0001104659-07-079395","http://www.sec.gov/Archives/edgar/data/2491/0001104659-07-079395-index.htm","2007-11-02 17:16:31","17:16:31"
"286",21376,12091,"30.09.07",1,2007,3,"2007Q3","2007Q3",23.137,66.809,2.003,8.167,0.683,1.148,1.939,11.774,14.59,4.027,24.106,20.759,52.219,0,0.042,20.45,"",8071,8071,624.543,"http://www.sec.gov/Archives/edgar/data/739944/0000739944-07-000065.txt",739944,"10-Q","MEDTOX SCIENTIFIC INC","30.09.07","30.10.07",2007,12091,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",0,0,6.38,1.35,"I",0,"http://www.sec.gov/Archives/edgar/data/739944/0000739944-07-000065","http://www.sec.gov/Archives/edgar/data/739944/0000739944-07-000065-index.htm","2007-10-30 17:12:28","17:12:28"
"287",21476,12123,"31.01.06",1,2005,4,"2005Q4","2005Q4",993.754,1625.497,1.71,113.932,0,5.5,37.653,436.523,546.773,90.192,584.083,1394.902,1078.724,0,1.424,13.37,"BBB-",5331,5331,593.9,"http://www.sec.gov/Archives/edgar/data/768835/0001206774-06-000762.txt",768835,"10-K","BIG LOTS INC","28.01.06","13.04.06",2006,12123,"31.01.06",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,68.503,0,"A",0,"http://www.sec.gov/Archives/edgar/data/768835/0001206774-06-000762","http://www.sec.gov/Archives/edgar/data/768835/0001206774-06-000762-index.htm","2006-04-13 13:38:40","13:38:40"
"288",21683,12212,"30.06.04",1,2004,2,"2004Q2","2004Q2",256.718,664.406,89.011,62.786,2.812,127.025,-1.44,147.478,288.22,11.563,28.032,95.196,353.136,11.297,1.081,18.17,"",3663,3663,568.2,"http://www.sec.gov/Archives/edgar/data/790705/0000950129-04-005776.txt",790705,"10-Q","TEKELEC","30.06.04","09.08.04",2004,12212,"30.06.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,86.994,8.788,0,"I",0,"http://www.sec.gov/Archives/edgar/data/790705/0000950129-04-005776","http://www.sec.gov/Archives/edgar/data/790705/0000950129-04-005776-index.htm","2004-08-09 13:45:33","13:45:33"
"289",21714,12215,"31.12.07",1,2007,4,"2007Q4","2007Q4",2067.539,3725.949,1426.405,161.648,1025,0,3.138,1494.547,1627.117,51.867,714.372,431.214,1720.432,6.932,4.958,36.03,"",3674,3674,629.174,"http://www.sec.gov/Archives/edgar/data/791915/0001047469-08-002122.txt",791915,"10-K","CYPRESS SEMICONDUCTOR CORP /DE/","30.12.07","03.03.08",2007,12215,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",0,98.645,230.263,571.033,"A",0,"http://www.sec.gov/Archives/edgar/data/791915/0001047469-08-002122","http://www.sec.gov/Archives/edgar/data/791915/0001047469-08-002122-index.htm","2008-03-03 09:00:05","09:00:05"
"290",21762,12234,"31.01.05",1,2004,4,"2004Q4","2004Q4",29.635,34.937,18.779,21.039,0,0,-0.017,5.637,5.825,0.031,1.756,7.888,29.112,0,NA,8.76,"",3674,3674,571.2,"http://www.sec.gov/Archives/edgar/data/790715/0000790715-05-000023.txt",790715,"10-K","SIGMA DESIGNS INC","29.01.05","14.04.05",2005,12234,"31.01.05",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,1.226,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/790715/0000790715-05-000023","http://www.sec.gov/Archives/edgar/data/790715/0000790715-05-000023-index.htm","2005-04-14 15:48:39","15:48:39"
"291",21770,12234,"31.01.07",1,2006,4,"2006Q4","2006Q4",61.533,76.084,33.204,22.904,0.226,0.015,4.643,22.749,23.112,5.285,3.364,31.228,52.972,0,NA,24.21,"",3674,3674,606.348,"http://www.sec.gov/Archives/edgar/data/790715/0001193125-07-086571.txt",790715,"10-K","SIGMA DESIGNS INC","03.02.07","20.04.07",2007,12234,"31.01.07",2006,4,"INDL","USD","2006Q4","2006Q4",NA,-0.147,3.014,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/790715/0001193125-07-086571","http://www.sec.gov/Archives/edgar/data/790715/0001193125-07-086571-index.htm","2007-04-20 17:21:02","17:21:02"
"292",21795,12246,"31.03.05",1,2005,1,"2005Q1","2005Q1",187.485,661.54,0.127,24.68,80.7,409.966,-12.755,197.526,666.562,11.549,453.971,179.322,-5.022,0,12.661,2.24,"B-",NA,3221,579,"http://www.sec.gov/Archives/edgar/data/1052163/0000950144-05-005247.txt",1052163,"10-Q","ANCHOR GLASS CONTAINER CORP /NEW","31.03.05","10.05.05",2005,12246,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,8.893,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1052163/0000950144-05-005247","http://www.sec.gov/Archives/edgar/data/1052163/0000950144-05-005247-index.htm","2005-05-10 16:07:57","16:07:57"
"293",21814,12256,"30.09.04",1,2004,2,"2004Q3","2004Q2",758.514,1088.542,532.277,111.169,0,260.19,12.131,174.199,447.935,NA,60.044,99.969,640.607,0,1.145,7.6,"B+",3576,1389,568.7,"http://www.sec.gov/Archives/edgar/data/709804/0001047469-04-033828.txt",709804,"10-Q","ADAPTEC INC","30.09.04","10.11.04",2004,12256,"30.09.04",2004,2,"INDL","USD","2004Q3","2004Q2",NA,123.978,7.229,0,"I",0,"http://www.sec.gov/Archives/edgar/data/709804/0001047469-04-033828","http://www.sec.gov/Archives/edgar/data/709804/0001047469-04-033828-index.htm","2004-11-10 16:27:36","16:27:36"
"294",21892,12277,"31.03.05",1,2005,1,"2005Q1","2005Q1",172.212,192.636,10.753,25.797,0,70,-3.667,32.019,103.744,-2.797,9.716,75.547,88.892,1.326,0.769,4.16,"",7389,7389,579,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-05-102788.txt",78536,"10-Q","REWARDS NETWORK INC","31.03.05","10.05.05",2005,12277,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.389,0,"I",0,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-05-102788","http://www.sec.gov/Archives/edgar/data/78536/0001193125-05-102788-index.htm","2005-05-10 16:19:06","16:19:06"
"295",21927,12304,"30.09.05",1,2005,4,"2005Q3","2005Q4",14.024,50.054,1.304,19.278,5.669,1.72,-0.233,13.022,15.742,-0.183,1.266,20.001,34.312,0,0.143,1.38,"",7363,7363,595.4,"http://www.sec.gov/Archives/edgar/data/785557/0000950136-05-008205.txt",785557,"10-K","TEAMSTAFF INC","30.09.05","21.12.05",2005,12304,"30.09.05",2005,4,"INDL","USD","2005Q3","2005Q4",0,4.713,0.129,0,"A",0,"http://www.sec.gov/Archives/edgar/data/785557/0000950136-05-008205","http://www.sec.gov/Archives/edgar/data/785557/0000950136-05-008205-index.htm","2005-12-21 16:04:07","16:04:07"
"296",21980,12378,"30.06.04",1,2004,4,"2004Q2","2004Q4",38.565,46.376,0.137,27.917,10.263,7.325,0.481,21.374,29.677,1.364,4.212,40.023,16.699,0.081,0.424,0.95,"",2330,2330,568.2,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-04-003135.txt",793983,"10-K","CHAUS BERNARD INC","30.06.04","28.09.04",2004,12378,"30.06.04",2004,4,"INDL","USD","2004Q2","2004Q4",NA,2.96,0.973,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-04-003135","http://www.sec.gov/Archives/edgar/data/793983/0000950136-04-003135-index.htm","2004-09-28 16:26:31","16:26:31"
"297",22024,12385,"30.06.04",1,2004,2,"2004Q2","2004Q2",1.89,9.448,0.107,3.998,0.878,2.944,-0.256,1.855,4.862,-0.12,3.421,1.613,4.368,0,0.057,0.43,"",3086,3086,568.2,"http://www.sec.gov/Archives/edgar/data/792984/0000950128-04-000824.txt",792984,"10-Q","RADVA CORP","30.06.04","12.08.04",2004,12385,"30.06.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0.014,0.124,0,"I",0,"http://www.sec.gov/Archives/edgar/data/792984/0000950128-04-000824","http://www.sec.gov/Archives/edgar/data/792984/0000950128-04-000824-index.htm","2004-08-12 15:16:39","15:16:39"
"298",22067,12392,"31.12.05",1,2005,4,"2005Q4","2005Q4",693.632,3320.646,324.491,58.716,391.145,1452.758,38.684,615.917,2407.448,130.407,2552.522,742.364,913.198,225.068,27.82,26.86,"",4512,4512,589.4,"http://www.sec.gov/Archives/edgar/data/793733/0001104659-06-016557.txt",793733,"10-K","SKYWEST INC","31.12.05","14.03.06",2005,12392,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,371.912,328.254,NA,"A",0.03,"http://www.sec.gov/Archives/edgar/data/793733/0001104659-06-016557","http://www.sec.gov/Archives/edgar/data/793733/0001104659-06-016557-index.htm","2006-03-14 17:21:24","17:21:24"
"299",22097,12400,"31.05.05",1,2004,4,"2005Q2","2004Q4",1.859,1.924,0.72,1.47,0,0,-0.095,0.498,0.498,-0.094,0.053,0.726,1.426,0,0,1.21,"",3571,3571,582.4,"http://www.sec.gov/Archives/edgar/data/795424/0001193125-05-175385.txt",795424,"10KSB","DYNATEM INC","31.05.05","26.08.05",2005,12400,"31.05.05",2004,4,"INDL","USD","2005Q2","2004Q4",NA,0,0.013,0.102,"I",0,"http://www.sec.gov/Archives/edgar/data/795424/0001193125-05-175385","http://www.sec.gov/Archives/edgar/data/795424/0001193125-05-175385-index.htm","2005-08-26 15:32:17","15:32:17"
"300",22235,12441,"31.03.05",1,2005,1,"2005Q1","2005Q1",463.87,829.122,158.721,112.197,40,140,-14.707,522.203,713.609,13,61.333,199.824,115.513,0,1.345,9.57,"",8700,8700,579,"http://www.sec.gov/Archives/edgar/data/749251/0000950123-05-006055.txt",749251,"10-Q","GARTNER INC","31.03.05","10.05.05",2005,12441,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,2.501,4.063,0,"A",0,"http://www.sec.gov/Archives/edgar/data/749251/0000950123-05-006055","http://www.sec.gov/Archives/edgar/data/749251/0000950123-05-006055-index.htm","2005-05-10 17:20:02","17:20:02"
"301",22259,12444,"31.01.07",1,2006,4,"2006Q4","2006Q4",29.295,43.254,0.158,20.502,0.322,14.711,-1.787,15.153,29.864,-2.356,2.557,16.398,13.39,0,1.702,0.68,"",4955,4955,606.348,"http://www.sec.gov/Archives/edgar/data/771485/0000950152-07-004531.txt",771485,"10-K","PDG ENVIRONMENTAL INC","31.01.07","16.05.07",2007,12444,"31.01.07",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,0.812,0,"I",0,"http://www.sec.gov/Archives/edgar/data/771485/0000950152-07-004531","http://www.sec.gov/Archives/edgar/data/771485/0000950152-07-004531-index.htm","2007-05-16 16:43:26","16:43:26"
"302",22331,12471,"30.06.05",1,2005,2,"2005Q2","2005Q2",782.533,850.218,93.831,23,0.483,42,9.565,597.536,643.73,13.072,8.173,2117.749,206.488,0,0.805,23.41,"",5172,5172,582.6,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-05-162704.txt",789460,"10-Q","WORLD FUEL SERVICES CORP","30.06.05","09.08.05",2005,12471,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",26.2,0,2.205,0,"A",0.0375,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-05-162704","http://www.sec.gov/Archives/edgar/data/789460/0001193125-05-162704-index.htm","2005-08-09 16:44:27","16:44:27"
"303",22344,12472,"30.06.04",1,2004,1,"2004Q2","2004Q1",27.023,50.177,2.214,8.019,5.451,0,0.779,19.76,20.927,1.595,6.855,15.99,29.25,0,0.067,4.65,"",3577,3577,568.2,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-04-140615.txt",356841,"10-Q","FRANKLIN ELECTRONIC PUBLISHERS INC","30.06.04","13.08.04",2004,12472,"30.06.04",2004,1,"INDL","USD","2004Q2","2004Q1",NA,0,0.52,0,"I",0,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-04-140615","http://www.sec.gov/Archives/edgar/data/356841/0001193125-04-140615-index.htm","2004-08-13 17:01:43","17:01:43"
"304",22353,12472,"30.09.06",1,2006,2,"2006Q3","2006Q2",30.143,46.973,6.141,8.218,2,0,-0.898,14.505,20.575,-0.219,1.654,12.276,26.398,0,NA,1.92,"",3577,3577,607.9,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-06-235110.txt",356841,"10-Q","FRANKLIN ELECTRONIC PUBLISHERS INC","30.09.06","14.11.06",2006,12472,"30.09.06",2006,2,"INDL","USD","2006Q3","2006Q2",NA,0,0.515,0,"I",0,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-06-235110","http://www.sec.gov/Archives/edgar/data/356841/0001193125-06-235110-index.htm","2006-11-14 17:19:00","17:19:00"
"305",22412,12485,"31.12.05",1,2005,4,"2005Q4","2005Q4",2130.407,9819.895,1139.834,289.429,883.358,8953.341,58.95,2558.263,12258.085,506.122,3868.077,1485.748,-2493.38,0,192.344,23.47,"BB-",4841,4841,589.4,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-013318.txt",1053112,"10-K","CABLEVISION SYSTEMS CORP /NY","31.12.05","02.03.06",2005,12485,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,4.231,769.292,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-013318","http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-013318-index.htm","2006-03-01 21:58:40","21:58:40"
"306",22442,12519,"30.06.06",1,2006,2,"2006Q2","2006Q2",14.273,22.267,4.013,1.458,0.109,0.261,0.323,9.635,9.896,0.722,2.391,8.626,12.371,0,0.009,8.93,"",3559,3559,607.8,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-06-001599.txt",796577,"10-Q","QUIPP INC","30.06.06","11.08.06",2006,12519,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.356,0,"I",0.05,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-06-001599","http://www.sec.gov/Archives/edgar/data/796577/0001116502-06-001599-index.htm","2006-08-11 16:15:16","16:15:16"
"307",22552,12575,"30.06.06",1,2006,1,"2006Q2","2006Q1",6.917,17.22,2.755,20.936,0.364,1.3,-0.347,1.323,2.623,0.024,9.884,2.444,14.597,0,0.047,0.7,"",2833,2833,607.8,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-012289.txt",768408,"10-Q","CYANOTECH CORP","30.06.06","20.02.07",2006,12575,"30.06.06",2006,1,"INDL","USD","2006Q2","2006Q1",NA,0,0.055,0,"A",0,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-012289","http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-012289-index.htm","2007-02-20 16:24:45","16:24:45"
"308",22619,12589,"31.03.07",1,2007,1,"2007Q1","2007Q1",849.2,3237.8,96.4,78.736,44,3294.5,-28.8,1247.1,4839.9,44,792.3,443.1,-1864.6,0,58.5,21.01,"B",8060,8060,615.145,"http://www.sec.gov/Archives/edgar/data/785161/0001378862-07-000028.txt",785161,"10-Q","HEALTHSOUTH CORP","31.03.07","09.05.07",2007,12589,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,6,0,"A",0,"http://www.sec.gov/Archives/edgar/data/785161/0001378862-07-000028","http://www.sec.gov/Archives/edgar/data/785161/0001378862-07-000028-index.htm","2007-05-09 16:03:48","16:03:48"
"309",22699,12620,"30.04.06",1,2005,4,"2006Q1","2005Q4",23.442,44.422,4.21,5.084,2.7,2.334,-1.579,18.76,21.379,-0.858,2.619,9.909,23.043,0.285,NA,6.8,"",7373,7373,603.5,"http://www.sec.gov/Archives/edgar/data/798736/0000905729-06-000315.txt",798736,"10-K","MANATRON INC","30.04.06","24.07.06",2006,12620,"30.04.06",2005,4,"INDL","USD","2006Q1","2005Q4",0,1.592,0.473,0.268,"I",0,"http://www.sec.gov/Archives/edgar/data/798736/0000905729-06-000315","http://www.sec.gov/Archives/edgar/data/798736/0000905729-06-000315-index.htm","2006-07-24 14:34:14","14:34:14"
"310",22708,12621,"30.06.04",1,2004,2,"2004Q2","2004Q2",12.961,16.49,1.436,23.482,2.72,0.853,0.369,7.071,8.198,0.589,0.41,6.432,8.292,0,0.094,0.78,"",3640,3679,568.2,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-04-001795.txt",854852,"10-Q","MICROTEL INTERNATIONAL INC","30.06.04","16.08.04",2004,12621,"30.06.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0.186,0,"I",0,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-04-001795","http://www.sec.gov/Archives/edgar/data/854852/0001019687-04-001795-index.htm","2004-08-16 14:18:00","14:18:00"
"311",22776,12669,"31.12.05",1,2005,4,"2005Q4","2005Q4",43.385,738.117,27.211,12.309,2.435,429.583,1.278,70.548,505.4,25.294,569.947,130.986,232.717,0,9.834,25.36,"B",7830,7830,589.4,"http://www.sec.gov/Archives/edgar/data/799088/0000950144-06-007339.txt",799088,"10-K","CARMIKE CINEMAS INC","31.12.05","04.08.06",2005,12669,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,64.796,87.559,5.21,"I",0.175,"http://www.sec.gov/Archives/edgar/data/799088/0000950144-06-007339","http://www.sec.gov/Archives/edgar/data/799088/0000950144-06-007339-index.htm","2006-08-04 06:27:41","06:27:41"
"312",22830,12684,"31.03.07",1,2007,1,"2007Q1","2007Q1",8.156,17.433,0.497,8.496,2.175,0.525,-0.317,6.892,7.811,-0.083,4.844,8.354,9.622,0,NA,2.85,"",8090,8090,615.145,"http://www.sec.gov/Archives/edgar/data/801748/0001104659-07-039988.txt",801748,"10-Q","HEMACARE CORP /CA/","31.03.07","15.05.07",2007,12684,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.3,0,"A",0,"http://www.sec.gov/Archives/edgar/data/801748/0001104659-07-039988","http://www.sec.gov/Archives/edgar/data/801748/0001104659-07-039988-index.htm","2007-05-15 15:07:47","15:07:47"
"313",22853,12689,"30.11.06",1,2006,4,"2006Q4","2006Q4",NA,9014.464,654.628,77.029,98.363,3027.44,-79.942,NA,5903.358,-150.401,62.7,3011.672,2922.748,0,74.562,51.69,"BB+",1531,1531,603.6,"http://www.sec.gov/Archives/edgar/data/795266/0000950124-07-000811.txt",795266,"10-K","KB HOME","30.11.06","13.02.07",2006,12689,"30.11.06",2006,4,"INDL","USD","2006Q4","2006Q4",0,0,22.115,394.08,"A",0.25,"http://www.sec.gov/Archives/edgar/data/795266/0000950124-07-000811","http://www.sec.gov/Archives/edgar/data/795266/0000950124-07-000811-index.htm","2007-02-13 15:32:03","15:32:03"
"314",22881,12697,"30.06.05",1,2005,2,"2005Q2","2005Q2",12.827,38.284,2.237,20.293,0.924,3.6,-0.567,13.282,17.681,-0.132,2.388,11.329,20.603,0,0.111,1.3,"",8700,8700,582.6,"http://www.sec.gov/Archives/edgar/data/801338/0001144204-05-024955.txt",801338,"10-Q","FIND SVP INC","30.06.05","12.08.05",2005,12697,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,7.288,0.24,0,"I",0,"http://www.sec.gov/Archives/edgar/data/801338/0001144204-05-024955","http://www.sec.gov/Archives/edgar/data/801338/0001144204-05-024955-index.htm","2005-08-12 15:43:28","15:43:28"
"315",22887,12697,"31.12.06",1,2006,4,"2006Q4","2006Q4",13.39,40.166,2.939,20.925,2.053,2.384,-0.132,13.601,16.283,0.752,2.228,11.614,23.883,0.103,0.29,1.63,"",8700,8700,604.5,"http://www.sec.gov/Archives/edgar/data/801338/0001144204-07-019193.txt",801338,"10-K","Guideline, Inc.","31.12.06","17.04.07",2006,12697,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",0,0.9,0.774,0,"I",0,"http://www.sec.gov/Archives/edgar/data/801338/0001144204-07-019193","http://www.sec.gov/Archives/edgar/data/801338/0001144204-07-019193-index.htm","2007-04-17 15:34:58","15:34:58"
"316",22908,12708,"30.09.06",1,2006,3,"2006Q3","2006Q3",89.932,269.007,23.148,53.736,159.468,3.978,-1.923,218.002,235.321,2.642,101.872,50.412,33.686,11.979,1.861,1.7,"",1382,1382,607.9,"http://www.sec.gov/Archives/edgar/data/314606/0001104659-06-075170.txt",314606,"10-Q","GEOKINETICS INC","30.09.06","14.11.06",2006,12708,"30.09.06",2006,3,"INDL","USD","2006Q3","2006Q3",NA,112.146,3.173,0,"I",0,"http://www.sec.gov/Archives/edgar/data/314606/0001104659-06-075170","http://www.sec.gov/Archives/edgar/data/314606/0001104659-06-075170-index.htm","2006-11-14 17:27:25","17:27:25"
