"","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq"
"4265",3126,"31.12.2005",1,2005,4,"2005Q4","2005Q4",198.924,322.816,2.78,15.759,18.86,12.913,-10.572,105.907,129.013,-16.965,67.581,139.977,193.803,0,0.791,11.81,"",3716,2452,589.4,"http://www.sec.gov/Archives/edgar/data/21212/0000021212-06-000023.txt",21212,"10-K","COACHMEN INDUSTRIES INC","31.12.05","27.02.06",2005,3126,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,5.696,0,"I",0.12
"4382",3157,"30.06.2006",1,2006,3,"2006Q2","2006Q3",744.811,1064.414,463.432,31.232,0,199.733,11.245,113.208,376.078,21.351,150.416,149.524,688.336,28.276,1.847,33.74,"",3826,3826,607.8,"http://www.sec.gov/Archives/edgar/data/21510/0001104659-06-052978.txt",21510,"10-Q","COHERENT INC","01.07.06","09.08.06",2006,3157,"30.06.2006",2006,3,"INDL","USD","2006Q2","2006Q3",0,7.517,12.884,22.25,"A",0
"4445",3178,"31.10.2004",1,2004,4,"2004Q3","2004Q4",54.57,80.727,0.163,6.369,2.372,18.515,0.801,35.918,55.959,NA,19.365,57.974,24.768,1.526,0.361,5.11,"",3713,3713,571.9,"http://www.sec.gov/Archives/edgar/data/21759/0000922907-05-000453.txt",21759,"10-K","COLLINS INDUSTRIES INC","31.10.04","03.08.05",2004,3178,"31.10.2004",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,1.838,5.302,"I",0.035
"4459",3184,"30.06.2006",1,2006,2,"2006Q2","2006Q2",25.389,29.869,0.97,4.592,14.259,1.4,0.339,22.369,23.769,0.764,1.643,18.156,6.1,0,0.336,2.1,"",5070,5070,607.8,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-06-011583.txt",21828,"10-Q","COLONIAL COMMERCIAL CORP","30.06.06","11.08.06",2006,3184,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.196,0,"A",0
"4464",3184,"30.09.2007",1,2007,3,"2007Q3","2007Q3",31.399,36.597,0.587,4.646,18.625,1.426,0.134,28.231,29.657,0.615,1.846,20.522,6.94,0,0.386,1.352,"",5070,5070,624.543,"http://www.sec.gov/Archives/edgar/data/21828/0001140361-07-021808.txt",21828,"10-Q","COLONIAL COMMERCIAL CORP","30.09.07","14.11.07",2007,3184,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,4.703,0.34,0,"A",0
"4522",3229,"31.12.2004",1,2004,4,"2004Q4","2004Q4",16.261,30.379,8.074,9.819,16.101,0.009,-2.496,25.034,35.42,-0.873,1.809,9.294,-5.041,0,0.612,1.25,"",3661,3661,570.1,"http://www.sec.gov/Archives/edgar/data/230131/0001193125-05-077857.txt",230131,"10-K","COMDIAL CORP","31.12.04","18.04.05",2004,3229,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,0.375,0,"I",0
"4651",3310,"31.03.2006",1,2005,4,"2006Q1","2005Q4",2648,10438,1865,571.753,1,1810,-39,3377,5758,131,634,942,4680,46,10,27.21,"BBB-",7372,7372,598.6,"http://www.sec.gov/Archives/edgar/data/356028/0000950123-06-009660.txt",356028,"10-K","CA, INC.","31.03.06","31.07.06",2006,3310,"31.03.2006",2005,4,"INDL","USD","2006Q1","2005Q4",27.61,1011,143,590,"A",0.04
"4684",3336,"31.12.2006",1,2006,3,"2006Q4","2006Q3",6173.9,13120.7,726,172.734,587.1,1421.8,113.5,4616.7,6843.3,511.7,2439.4,3640.6,6277.4,0,56.3,53.37,"A-",7370,7370,604.5,"http://www.sec.gov/Archives/edgar/data/23082/0000023082-07-000021.txt",23082,"10-Q","COMPUTER SCIENCES CORP","29.12.06","05.03.07",2006,3336,"31.12.2006",2006,3,"INDL","USD","2006Q4","2006Q3",52.62,131.3,550.6,1000,"A",0
"4768",3369,"31.12.2004",1,2005,2,"2004Q4","2005Q2",6.925,20.492,0.19,10.099,1.386,6.552,0.051,4.551,11.518,0.509,12.639,13.769,8.974,0,0.138,2.85,"",5140,5140,570.1,"http://www.sec.gov/Archives/edgar/data/718332/0000718332-05-000009.txt",718332,"10-Q","PIZZA INN INC /MO/","26.12.04","09.02.05",2004,3369,"31.12.2004",2005,2,"INDL","USD","2004Q4","2005Q2",2.98,0,0.354,0.117,"A",0
"4846",3416,"30.09.2004",1,2004,3,"2004Q3","2004Q3",1746.975,2870.747,639.059,51.08,112.727,602.52,41.914,1035.682,2177.368,104.884,854.516,973.619,693.379,61.185,10.959,40.99,"BBB-",4210,4210,568.7,"http://www.sec.gov/Archives/edgar/data/23675/0000023675-04-000029.txt",23675,"10-Q","CNF INC","30.09.04","09.11.04",2004,3416,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,110.111,0,"I",0.1
"4904",3465,"31.12.2006",1,2006,4,"2006Q4","2006Q4",49.6,93.705,2.77,1.605,2.866,12.8,0.384,22.089,40.362,2.317,32.365,40.455,53.343,3.883,0.26,26.49,"",3270,3585,604.5,"http://www.sec.gov/Archives/edgar/data/24104/0001104659-07-024031.txt",24104,"10-K","CONTINENTAL MATERIALS CORP","30.12.06","30.03.07",2006,3465,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",0,2.452,6.553,0,"A",0
"5076",3580,"30.09.2004",1,2004,3,"2004Q3","2004Q3",754.754,2037.928,32.199,59.014,44.108,296.4,-205.206,749.285,1452.547,63.986,287.34,477.32,585.381,58.952,5.819,28.92,"BBB+",3490,3490,568.7,"http://www.sec.gov/Archives/edgar/data/25445/0001193125-04-191266.txt",25445,"10-Q","CRANE CO /DE/","30.09.04","09.11.04",2004,3580,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",0,49.957,15.652,44.569,"A",0.1
"5102",3584,"30.06.2007",1,2007,2,"2007Q2","2007Q2",2.588,17.873,1.032,10.787,1.529,0.424,-0.894,6.783,7.207,-0.579,0.99,2.651,10.666,0,NA,2.05,"",7373,7373,624.129,"http://www.sec.gov/Archives/edgar/data/712815/0001104659-07-063676.txt",712815,"10QSB","ASPYRA INC","30.06.07","20.08.07",2007,3584,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",0,0,0.039,0,"A",0
"5125",3600,"31.12.2004",1,2004,4,"2004Q4","2004Q4",0.004,2.984,0.004,17.137,9.651,0,-0.401,9.747,11.037,-0.043,0.01,0,-8.053,0,0,0.37,"",1381,1381,570.1,"http://www.sec.gov/Archives/edgar/data/25657/0000101594-05-000092.txt",25657,"10-K","CRESTED CORP","31.12.04","15.04.05",2004,3600,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,0,0,"I",0
"5308",3734,"31.12.2004",1,2004,4,"2004Q4","2004Q4",3423,9019,634,149.881,155,2054,-74,2673,6486,129,2171,2042,2411,0,52,17.33,"BBB-",3714,3714,570.1,"http://www.sec.gov/Archives/edgar/data/26780/0000950152-05-001912.txt",26780,"10-K","DANA CORP","31.12.04","09.03.05",2004,3734,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",17.31,5,329,0,"A",0.12
"5408",3793,"31.12.2004",1,2004,4,"2004Q4","2004Q4",27.486,33.874,3.457,9.764,0.585,0.096,-4.832,8.289,8.503,-1.136,3.47,13.549,25.371,0.118,NA,4.22,"",3827,3827,570.1,"http://www.sec.gov/Archives/edgar/data/708250/0000708250-05-000004.txt",708250,"10-K","SCIENTIFIC TECHNOLOGIES INC","31.12.04","31.03.05",2004,3793,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,1.197,NA,"I",0
"5528",3833,"31.12.2007",1,2007,4,"2007Q4","2007Q4",9.491,24.264,0.018,3.022,0.599,1.409,-0.665,5.577,7.852,-0.715,9.283,9.922,16.412,0.866,0.023,4.25,"",2390,2390,629.174,"http://www.sec.gov/Archives/edgar/data/27613/0001116502-08-000522.txt",27613,"10-K","DECORATOR INDUSTRIES INC","29.12.07","27.03.08",2007,3833,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,1.3,0.275,0,"I",0.03
"5573",3851,"31.03.2006",1,2006,1,"2006Q1","2006Q1",5107,20558,3362,197.336,1302,6654,-2069,6314,32221,126,14026,3908,-11663,0,214,0.57,"D",4512,4512,598.6,"http://www.sec.gov/Archives/edgar/data/27904/0000950144-06-004929.txt",27904,"10-Q","DELTA AIR LINES INC /DE/","31.03.06","12.05.06",2006,3851,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,92,0,"A",0
"5637",3897,"30.09.2005",1,2005,3,"2005Q3","2005Q3",4986,23714,187,177.826,1763,6797,29,5776,18189,290,10593,2060,5431,1416,129,45.86,"BBB",4911,4931,595.4,"http://www.sec.gov/Archives/edgar/data/936340/0000950124-05-006246.txt",936340,"10-Q","DTE ENERGY CO","30.09.05","08.11.05",2005,3897,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,709,12,"A",0.515
"5739",3937,"31.03.2005",1,2004,4,"2005Q1","2004Q4",869.856,1404.059,29.128,45.368,215.515,486.412,-3.764,401.591,988.977,15.832,221.162,319.222,414.312,7.779,14.834,6.25,"BB",5190,5190,579,"http://www.sec.gov/Archives/edgar/data/939930/0000939930-05-000043.txt",939930,"10-K","ALLIANCE ONE INTERNATIONAL, INC.","31.03.05","14.06.05",2005,3937,"31.03.2005",2004,4,"INDL","USD","2005Q1","2004Q4",NA,0,16.494,0,"A",0.075
"5767",3949,"31.07.2004",1,2004,4,"2004Q2","2004Q4",315.634,776.246,116.41,33.504,0,155,8.548,119.702,286.556,83.831,434.816,136.292,489.69,0,1.501,24.63,"BB+",1382,1382,567.5,"http://www.sec.gov/Archives/edgar/data/28866/0001047469-05-012810.txt",28866,"10-K","VERITAS DGC INC","31.07.04","02.05.05",2004,3949,"31.07.2004",2004,4,"INDL","USD","2004Q2","2004Q4",19.14,0,156.793,20,"I",0
"5823",3969,"31.03.2007",1,2007,1,"2007Q1","2007Q1",479.373,629.774,335.317,26.083,2.636,238.143,13.009,72.267,315.342,19.873,101.552,92.02,309.23,0,1.725,34.85,"",3674,3674,615.145,"http://www.sec.gov/Archives/edgar/data/29002/0001144204-07-023953.txt",29002,"10-Q","DIODES INC /DEL/","31.03.07","10.05.07",2007,3969,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,12.906,0,"A",0
"5857",3980,"30.06.2006",1,2006,3,"2006Q2","2006Q3",9165,59357,1953,2160.2,2692,9974,1095,9351,25567,NA,17006,8474,32534,2453,158,30,"A-",4833,4888,607.8,"http://www.sec.gov/Archives/edgar/data/1001039/0001193125-06-166907.txt",1001039,"10-Q","WALT DISNEY CO/","01.07.06","09.08.06",2006,3980,"30.06.2006",2006,3,"INDL","USD","2006Q2","2006Q3",29.51,NA,770,4056,"A",0
"5931",4036,"31.01.2007",1,2007,2,"2006Q4","2007Q2",594.407,1177.813,35.334,79.279,160.33,95.544,31.275,419.215,626.472,54.68,338.225,463.74,551.341,39.765,3.234,35.22,"",3564,3714,606.348,"http://www.sec.gov/Archives/edgar/data/29644/0000897101-07-000524.txt",29644,"10-Q","DONALDSON CO INC","31.01.07","02.03.07",2007,4036,"31.01.2007",2007,2,"INDL","USD","2006Q4","2007Q2",35.04,NA,36.14,61.89,"A",0.09
"6101",4078,"30.06.2004",1,2004,2,"2004Q2","2004Q2",426.446,3156.674,0.632,94.53,2.143,277.143,-24.346,204.062,652.804,-14.342,400.028,429.841,2503.87,46.806,2.177,79.01,"",2024,2024,568.2,"http://www.sec.gov/Archives/edgar/data/1189712/0000950134-04-011460.txt",1189712,"10-Q","DREYERS GRAND ICE CREAM HOLDINGS INC","26.06.04","05.08.04",2004,4078,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0.707,43.381,0,"I",0.06
"6205",4108,"31.03.2004",1,2004,1,"2004Q1","2004Q1",1055.624,2663.719,39.674,54.825,82.327,857.694,7.424,612.365,1843.6,54.854,440.894,577.059,820.119,0,19.959,20.95,"BB-",3561,3561,561.5,"http://www.sec.gov/Archives/edgar/data/30625/0001047469-04-022803.txt",30625,"10-Q","FLOWSERVE CORP","31.03.04","08.07.04",2004,4108,"31.03.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,9.429,6.918,0,"A",0
"6259",4127,"31.12.2005",1,2005,4,"2005Q4","2005Q4",95.607,187.753,1.02,9.097,10.17,15.242,2.932,80.816,113.566,7.701,12.252,71.597,74.187,0,1.174,15.45,"",7373,7373,589.4,"http://www.sec.gov/Archives/edgar/data/30822/0000950135-06-001594.txt",30822,"10-K","DYNAMICS RESEARCH CORP","31.12.05","14.03.06",2005,4127,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0.168,4.571,0,"I",0
"6278",4128,"30.06.2006",1,2006,2,"2006Q2","2006Q2",67.897,86.608,9.013,6.489,NA,NA,-2.687,12.528,19.074,-0.578,6.616,39.586,67.534,0.699,0.025,9.43,"",3663,3663,607.8,"http://www.sec.gov/Archives/edgar/data/30828/0001193125-06-170650.txt",30828,"10-Q","COBRA ELECTRONICS CORP","30.06.06","11.08.06",2006,4128,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.916,0,"I",0.16
"6368",4168,"30.11.2004",1,2004,4,"2004Q4","2004Q4",208.261,598.774,20.022,1,144.863,248.781,-45.999,293.041,569.73,6.975,157.661,178.111,29.044,0,9.765,0.0025,"",3714,3714,572.2,"http://www.sec.gov/Archives/edgar/data/30927/0000950153-05-000511.txt",30927,"10-K","EAGLE PICHER INC","30.11.04","14.03.05",2004,4168,"30.11.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,3.5,45.626,0,"I",0
"6386",4186,"31.03.2004",1,2004,1,"2004Q1","2004Q1",35.179,74.381,2.9,3.625,2.002,15.163,1.076,10.35,32.969,3.02,24.747,24.565,41.412,1.244,0.276,16,"",3420,3420,561.5,"http://www.sec.gov/Archives/edgar/data/31107/0000031107-04-000034.txt",31107,"10-Q","EASTERN CO","03.04.04","03.05.04",2004,4186,"31.03.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,0.638,0,"A",0.11
"6574",4279,"31.03.2005",1,2005,1,"2005Q1","2005Q1",192.675,260.24,16.388,11.164,18.426,49.191,-0.696,85.835,135.026,2.105,36.855,60.184,125.214,0,0.898,13.6,"",3663,3663,579,"http://www.sec.gov/Archives/edgar/data/32198/0000950144-05-005709.txt",32198,"10-Q","EMS TECHNOLOGIES INC","02.04.05","17.05.05",2005,4279,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,2.205,0,"I",0
"6617",4322,"31.03.2007",1,2006,4,"2007Q1","2006Q4",92.028,99.408,4.851,27.11,3.257,0.651,-4.622,24.845,25.521,-4.927,2.492,40.231,73.887,0.025,NA,3.2,"",3651,3651,615.145,"http://www.sec.gov/Archives/edgar/data/32621/0000950123-07-009418.txt",32621,"10-K","EMERSON RADIO CORP","31.03.07","29.06.07",2007,4322,"31.03.2007",2006,4,"INDL","USD","2007Q1","2006Q4",0,0,0.364,0,"A",0
"6625",4331,"31.12.2004",1,2004,4,"2004Q4","2004Q4",89.984,1027.539,12.593,25.696,10.702,399.917,1.957,58.495,647.654,17.908,857.035,74.264,379.18,138.444,7.318,22.68,"BBB",4911,4911,570.1,"http://www.sec.gov/Archives/edgar/data/32689/0001206774-05-000338.txt",32689,"10-K","EMPIRE DISTRICT ELECTRIC CO","31.12.04","15.03.05",2004,4331,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,41.892,0,"A",0.32
"6928",4467,"30.06.2006",1,2006,2,"2006Q2","2006Q2",61.279,75.409,46.344,10.989,1.731,2.879,-3.795,27.44,48.946,-4.152,11.434,2.546,26.463,0,NA,5,"",3690,3690,607.8,"http://www.sec.gov/Archives/edgar/data/276283/0001104659-06-056140.txt",276283,"10-Q","EVANS & SUTHERLAND COMPUTER CORP","30.06.06","18.08.06",2006,4467,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",0,-0.149,0.743,0,"A",0
"7080",4515,"31.12.2006",1,2007,2,"2006Q4","2007Q2",NA,1056.184,42.42,18.482,NA,617.968,-7.029,NA,767.517,-11.227,2.86,157.128,288.667,0.697,12.096,18.8,"",1531,1531,604.5,"http://www.sec.gov/Archives/edgar/data/38570/0001104659-07-009300.txt",38570,"10-Q","ORLEANS HOMEBUILDERS INC","31.12.06","09.02.07",2006,4515,"31.12.2006",2007,2,"INDL","USD","2006Q4","2007Q2",0,0,0.175,0.949,"I",0.02
"7146",4568,"31.03.2006",1,2006,1,"2006Q1","2006Q1",20.659,45.561,1.127,3.42,13.555,4.597,0.106,25.232,51.145,1.373,9.553,16.572,-5.584,0,0.32,1.2,"",3360,3360,598.6,"http://www.sec.gov/Archives/edgar/data/34471/0000950136-06-003785.txt",34471,"10-Q","FANSTEEL INC","31.03.06","12.05.06",2006,4568,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.368,0,"I",0
"7178",4595,"31.12.2004",1,2004,4,"2004Q4","2004Q4",203.782,402.197,22.783,30.5,59.224,160.886,-13.728,148.545,339.23,-13.901,60.719,43.03,58.206,10.642,5.172,3.62,"CCC+",3585,3585,570.1,"http://www.sec.gov/Archives/edgar/data/744106/0000950123-05-011721.txt",744106,"10-K","FEDDERS CORP /DE","31.12.04","30.09.05",2004,4595,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,7.814,6.831,0,"I",0.03
"7228",4608,"31.12.2004",1,2004,4,"2004Q4","2004Q4",NA,1125.9,14.9,48.2,71,342,-0.1,281.8,713.2,NA,110.9,300.4,412.7,55.1,5.5,17.66,"",3711,3711,570.1,"http://www.sec.gov/Archives/edgar/data/277509/0000950137-05-003146.txt",277509,"10-K","FEDERAL SIGNAL CORP /DE/","31.12.04","16.03.05",2004,4608,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,20.5,0,"A",0.1
"7258",4622,"31.12.2004",1,2004,4,"2004Q4","2004Q4",612.349,1733.437,13.939,42.138,9.674,497.314,0.482,400.983,1188.343,NA,598.719,447.904,545.094,0,11.25,23.19,"BB+",2851,2851,570.1,"http://www.sec.gov/Archives/edgar/data/35214/0000950152-06-002821.txt",35214,"10-K","FERRO CORP","31.12.04","31.03.06",2004,4622,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,NA,39.054,0,"A",0.145
"7266",4622,"31.12.2006",1,2006,4,"2006Q4","2006Q4",622.605,1732.937,16.985,42.865,10.764,581.654,-3.285,382.884,1182.751,45.4,526.802,497.307,541.336,11.037,16.272,20.69,"B+",2851,2851,604.5,"http://www.sec.gov/Archives/edgar/data/35214/0000950152-07-001684.txt",35214,"10-K","FERRO CORP","31.12.06","01.03.07",2006,4622,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,-1.79,50.615,0,"A",0.145
"7313",4735,"31.03.2004",1,2004,3,"2004Q1","2004Q3",15.697,93.948,1.669,0.667,NA,14.737,-0.147,19.312,36.7,1.007,39.132,11.514,57.248,0,0.477,48.85,"",NA,900,561.5,"http://www.sec.gov/Archives/edgar/data/36856/0000950136-04-002023.txt",36856,"10-Q","FIRST REPUBLIC CORP OF AMERICA","31.03.04","25.06.04",2004,4735,"31.03.2004",2004,3,"INDL","USD","2004Q1","2004Q3",NA,0,1.906,0,"I",0
"7336",4768,"30.04.2004",1,2003,4,"2004Q1","2003Q4",648.479,1075.709,123.822,52.075,32.319,374.95,-17.764,372.088,829.427,17.006,259.052,689.364,246.282,0,11.453,14.5,"BB-",3716,3716,563.2,"http://www.sec.gov/Archives/edgar/data/314132/0001047469-04-022733.txt",314132,"10-K","FLEETWOOD ENTERPRISES INC/DE/","25.04.04","08.07.04",2004,4768,"30.04.2004",2003,4,"INDL","USD","2004Q1","2003Q4",NA,0,27.727,0,"I",0
"7612",4911,"31.08.2005",1,2005,1,"2005Q3","2005Q1",10.552,170.6,0.315,5.063,8.546,32.737,2.602,34.16,76.862,8.628,152.43,86.905,93.738,4.372,0.839,24.56,"",5812,5812,588.2,"http://www.sec.gov/Archives/edgar/data/39047/0001193125-05-206457.txt",39047,"10-Q","FRISCHS RESTAURANTS INC","18.09.05","24.10.05",2005,4911,"31.08.2005",2005,1,"INDL","USD","2005Q3","2005Q1",NA,0,8.073,0,"I",0.11
"7727",5018,"31.08.2004",1,2004,3,"2004Q3","2004Q3",446,1355,47,44.7,16,552,-15,296,1330,-9,140,116,25,0,9,12.08,"BB-",3760,3760,567.6,"http://www.sec.gov/Archives/edgar/data/40888/0000950152-04-007425.txt",40888,"10-Q","GENCORP INC","31.08.04","15.10.04",2004,5018,"31.08.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,11,0,"A",0
"7763",5032,"31.03.2005",1,2005,1,"2005Q1","2005Q1",280.985,545.198,7.717,16.425,31.417,260.807,-3.435,175.768,470.192,13.384,77.965,180.152,75.006,0,6.694,21,"B+",NA,3579,579,"http://www.sec.gov/Archives/edgar/data/40461/0000040461-05-000007.txt",40461,"10-Q","GENERAL BINDING CORP","31.03.05","10.05.05",2005,5032,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,NA,1.45,0,"I",0
"7892",5074,"30.09.2004",1,2004,3,"2004Q3","2004Q3",8802,17901,4539,513.159,947,3410,-169,5751,10623,386,2162,4754,7278,0,28,19.39,"BBB-",7370,7370,568.7,"http://www.sec.gov/Archives/edgar/data/1007456/0001193125-04-197568.txt",1007456,"10-Q","ELECTRONIC DATA SYSTEMS CORP /DE/","30.09.04","15.11.04",2004,5074,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",0,50,498,0,"I",0.05
"7995",5142,"30.04.2004",1,2003,4,"2004Q1","2003Q4",157.827,286.886,6.371,22.222,12.633,46.512,4.004,102.041,169.284,9.917,42.574,136.684,117.602,0,2.757,6,"",3559,3559,563.2,"http://www.sec.gov/Archives/edgar/data/41133/0000041133-04-000028.txt",41133,"10-K","GERBER SCIENTIFIC INC","30.04.04","14.07.04",2004,5142,"30.04.2004",2003,4,"INDL","USD","2004Q1","2003Q4",NA,0,3.407,0.005,"I",0
"8008",5142,"31.07.2007",1,2007,1,"2007Q2","2007Q1",208.777,360.212,17.862,23.383,3.235,41.339,2.837,117.048,210.07,6.672,36.681,153.667,150.142,0,0.989,10.38,"",3559,3559,623.97,"http://www.sec.gov/Archives/edgar/data/41133/0000041133-07-000037.txt",41133,"10-Q","GERBER SCIENTIFIC INC","31.07.07","31.10.07",2007,5142,"31.07.2007",2007,1,"INDL","USD","2007Q2","2007Q1",11.62,4.65,1.091,0,"I",0
"8232",5284,"31.12.2004",1,2004,4,"2004Q4","2004Q4",119.909,1373.469,50.566,48.86,3.823,652.082,12.872,53.892,956.229,36.496,142.209,86.47,417.24,242.988,10.621,15.5,"B+",4833,4833,570.1,"http://www.sec.gov/Archives/edgar/data/43196/0000950144-05-002500.txt",43196,"10-K","GRAY TELEVISION INC","31.12.04","15.03.05",2004,5284,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",13.04,NA,36.295,22.806,"A",0.03
"8252",5301,"30.11.2005",1,2005,3,"2005Q4","2005Q3",1230.559,2508.075,517.832,40.98,2.891,555.777,-73.559,608.26,1807.507,9.885,897.935,1580.942,700.568,0,15.398,30.16,"B-",5411,5411,592,"http://www.sec.gov/Archives/edgar/data/43300/0000043300-06-000006.txt",43300,"10-Q","GREAT ATLANTIC & PACIFIC TEA CO INC","03.12.05","06.01.06",2005,5301,"30.11.2005",2005,3,"INDL","USD","2005Q4","2005Q3",NA,0,134.762,0,"I",0
"8259",5301,"31.08.2007",1,2007,2,"2007Q3","2007Q2",827.101,2166.663,270.107,41.959,1.444,554.193,-2.939,484.414,1715.674,45.658,777.02,1274.338,450.989,165,14.594,31.36,"B-",5411,5411,622.827,"http://www.sec.gov/Archives/edgar/data/43300/0000043300-07-000052.txt",43300,"10-Q","GREAT ATLANTIC & PACIFIC TEA CO INC","08.09.07","17.10.07",2007,5301,"31.08.2007",2007,2,"INDL","USD","2007Q3","2007Q2",NA,0,79.76,0,"I",0
"8271",5327,"31.12.2004",1,2004,4,"2004Q4","2004Q4",44.326,98.18,0.694,7.354,3.656,22.951,-0.624,14.767,48.494,-0.086,3.53,20.696,49.686,9.265,0.385,7.78,"",3140,3140,570.1,"http://www.sec.gov/Archives/edgar/data/26820/0000936392-05-000081.txt",26820,"10-K","PHOENIX FOOTWEAR GROUP INC","01.01.05","01.04.05",2004,5327,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,37.581,0.969,0.1,"A",0
"8309",5336,"31.12.2006",1,2006,4,"2006Q4","2006Q4",1.851,2.369,1.508,16.576,8,0,-14.453,18.705,18.941,-14.356,0.136,0,-16.572,0,0.077,2.79,"",2834,2834,604.5,"http://www.sec.gov/Archives/edgar/data/94784/0000950135-07-002016.txt",94784,"10-K","BOSTON LIFE SCIENCES INC /DE","31.12.06","02.04.07",2006,5336,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,0.04,0,"A",0
"8382",5421,"31.03.2006",1,2006,1,"2006Q1","2006Q1",7.159,21.708,0.561,17.113,3.802,12.417,-2.226,8.68,21.097,-1.356,6.5,4.564,0.611,0,0.391,0.26,"",NA,8071,598.6,"http://www.sec.gov/Archives/edgar/data/723906/0001019687-06-001182.txt",723906,"10QSB","MIRACOR DIAGNOSTICS INC","31.03.06","15.05.06",2006,5421,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.099,0,"I",0
"8400",5432,"31.12.2004",1,2004,3,"2004Q4","2004Q3",19.701,31.935,0.1,3.167,10.215,2.572,-1.251,22.148,25.013,-1.403,1.624,12.645,6.922,0,0.163,5.95,"",7373,7373,570.1,"http://www.sec.gov/Archives/edgar/data/720671/0000950133-05-000630.txt",720671,"10-Q","HALIFAX CORP","31.12.04","22.02.05",2004,5432,"31.12.2004",2004,3,"INDL","USD","2004Q4","2004Q3",NA,0.802,0.599,0,"I",0
"8424",5439,"30.09.2006",1,2006,3,"2006Q3","2006Q3",10215,15984,3549,1005,88,2745,603,4702,8749,991,2884,3392,7089,0,40,28.45,"BBB+",1389,1389,607.9,"http://www.sec.gov/Archives/edgar/data/45012/0000045012-06-000348.txt",45012,"10-Q","HALLIBURTON CO","30.09.06","31.10.06",2006,5439,"30.09.2006",2006,3,"INDL","USD","2006Q3","2006Q3",32.51,0,619,1056,"A",0.075
"8458",5458,"31.10.2006",1,2006,2,"2006Q3","2006Q2",536.726,704.138,16.875,20.287,96.56,0,-14.237,409.577,425.478,-0.835,56.885,330.509,278.66,0,1.495,8,"",5099,9995,604.6,"http://www.sec.gov/Archives/edgar/data/314727/0001193125-06-247437.txt",314727,"10-Q","HANDLEMAN CO /MI/","28.10.06","06.12.06",2006,5458,"31.10.2006",2006,2,"INDL","USD","2006Q3","2006Q2",0,1.052,10.925,0,"I",0.08
